site,alpha,head_size,num_heads,ff_dim,dropout,dense_unit,learning_rate,val_auc,accuracy,precision,recall,npv,specificity,f1
21,0.25,64,2,128,0.1,64,0.0003,0.9386103781882147,0.9619289340101523,0.5,0.06666666666666667,0.9642857142857143,0.9973614775725593,0.11764705882352941
21,0.25,64,2,128,0.2,32,0.001,0.9261213720316623,0.9644670050761421,1.0,0.06666666666666667,0.9643765903307888,1.0,0.125
21,0.25,64,2,128,0.2,32,0.0003,0.9278803869832895,0.9644670050761421,1.0,0.06666666666666667,0.9643765903307888,1.0,0.125
21,0.25,64,2,128,0.2,64,0.001,0.9210202286719438,0.9644670050761421,1.0,0.06666666666666667,0.9643765903307888,1.0,0.125
21,0.25,64,2,128,0.2,64,0.0003,0.9500439753737907,0.9593908629441624,0.3333333333333333,0.06666666666666667,0.9641943734015346,0.9947229551451188,0.1111111111111111
21,0.25,64,4,64,0.1,32,0.001,0.9303430079155673,0.9619289340101523,0.0,0.0,0.9619289340101523,1.0,0.0
21,0.25,64,4,64,0.1,32,0.0003,0.9676341248900615,0.9619289340101523,0.0,0.0,0.9619289340101523,1.0,0.0
21,0.25,64,4,64,0.1,64,0.001,0.9361477572559367,0.9593908629441624,0.0,0.0,0.9618320610687023,0.9973614775725593,0.0
21,0.25,64,4,64,0.1,64,0.0003,0.9398416886543536,0.9644670050761421,1.0,0.06666666666666667,0.9643765903307888,1.0,0.125
21,0.25,64,4,64,0.2,32,0.001,0.9143359718557609,0.9670050761421319,1.0,0.13333333333333333,0.9668367346938775,1.0,0.23529411764705882
21,0.25,64,4,64,0.2,32,0.0003,0.9271767810026385,0.9670050761421319,1.0,0.13333333333333333,0.9668367346938775,1.0,0.23529411764705882
21,0.25,64,4,64,0.2,64,0.001,0.9321020228671943,0.9644670050761421,1.0,0.06666666666666667,0.9643765903307888,1.0,0.125
21,0.25,64,4,64,0.2,64,0.0003,0.92207563764292,0.9695431472081218,1.0,0.2,0.969309462915601,1.0,0.3333333333333333
21,0.25,64,4,128,0.1,32,0.001,0.9252418645558488,0.9695431472081218,1.0,0.2,0.969309462915601,1.0,0.3333333333333333
21,0.25,64,4,128,0.1,32,0.0003,0.9533861037818823,0.9670050761421319,1.0,0.13333333333333333,0.9668367346938775,1.0,0.23529411764705882
21,0.25,64,4,128,0.1,64,0.001,0.9357959542656114,0.9619289340101523,0.5,0.06666666666666667,0.9642857142857143,0.9973614775725593,0.11764705882352941
21,0.25,64,4,128,0.1,64,0.0003,0.9384344766930519,0.9644670050761421,1.0,0.06666666666666667,0.9643765903307888,1.0,0.125
21,0.25,64,4,128,0.2,32,0.001,0.9273526824978012,0.9644670050761421,1.0,0.06666666666666667,0.9643765903307888,1.0,0.125
21,0.25,64,4,128,0.2,32,0.0003,0.9060686015831134,0.9619289340101523,0.0,0.0,0.9619289340101523,1.0,0.0
21,0.25,64,4,128,0.2,64,0.001,0.9171503957783641,0.9670050761421319,1.0,0.13333333333333333,0.9668367346938775,1.0,0.23529411764705882
21,0.25,64,4,128,0.2,64,0.0003,0.8902374670184697,0.9644670050761421,1.0,0.06666666666666667,0.9643765903307888,1.0,0.125
21,0.5,32,2,64,0.1,32,0.001,0.8941072999120493,0.9695431472081218,1.0,0.2,0.969309462915601,1.0,0.3333333333333333
21,0.5,32,2,64,0.1,32,0.0003,0.9514511873350924,0.9695431472081218,0.7142857142857143,0.3333333333333333,0.9741602067183462,0.9947229551451188,0.45454545454545453
21,0.5,32,2,64,0.1,64,0.001,0.9306948109058927,0.9644670050761421,0.6,0.2,0.9691516709511568,0.9947229551451188,0.3
21,0.5,32,2,64,0.1,64,0.0003,0.9349164467897977,0.9670050761421319,0.6666666666666666,0.26666666666666666,0.9716494845360825,0.9947229551451188,0.38095238095238093
21,0.5,32,2,64,0.2,32,0.001,0.9324538258575198,0.9720812182741116,0.8333333333333334,0.3333333333333333,0.9742268041237113,0.9973614775725593,0.47619047619047616
21,0.5,32,2,64,0.2,32,0.0003,0.8988566402814424,0.9746192893401016,0.8571428571428571,0.4,0.9767441860465116,0.9973614775725593,0.5454545454545454
21,0.5,32,2,64,0.2,64,0.001,0.940193491644679,0.9695431472081218,0.7142857142857143,0.3333333333333333,0.9741602067183462,0.9947229551451188,0.45454545454545453
21,0.5,32,2,64,0.2,64,0.0003,0.8911169744942832,0.9695431472081218,1.0,0.2,0.969309462915601,1.0,0.3333333333333333
21,0.5,32,2,128,0.1,32,0.001,0.9340369393139842,0.9695431472081218,0.6666666666666666,0.4,0.9766233766233766,0.9920844327176781,0.5
21,0.5,32,2,128,0.1,32,0.0003,0.9187335092348285,0.9720812182741116,0.8333333333333334,0.3333333333333333,0.9742268041237113,0.9973614775725593,0.47619047619047616
21,0.5,32,2,128,0.1,64,0.001,0.9055408970976253,0.9670050761421319,0.6666666666666666,0.26666666666666666,0.9716494845360825,0.9947229551451188,0.38095238095238093
21,0.5,32,2,128,0.1,64,0.0003,0.9046613896218116,0.9619289340101523,0.5,0.13333333333333333,0.9666666666666667,0.9947229551451188,0.21052631578947367
21,0.5,32,2,128,0.2,32,0.001,0.9211961301671063,0.9720812182741116,0.75,0.4,0.9766839378238342,0.9947229551451188,0.5217391304347826
21,0.5,32,2,128,0.2,32,0.0003,0.9131046613896217,0.9619289340101523,0.5,0.13333333333333333,0.9666666666666667,0.9947229551451188,0.21052631578947367
21,0.5,32,2,128,0.2,64,0.001,0.8965699208443272,0.9670050761421319,0.625,0.3333333333333333,0.9740932642487047,0.9920844327176781,0.43478260869565216
21,0.5,32,2,128,0.2,64,0.0003,0.895514511873351,0.9720812182741116,0.7,0.4666666666666667,0.9791666666666666,0.9920844327176781,0.56
21,0.5,32,4,64,0.1,32,0.001,0.9078276165347405,0.9644670050761421,0.6666666666666666,0.13333333333333333,0.9667519181585678,0.9973614775725593,0.2222222222222222
21,0.5,32,4,64,0.1,32,0.0003,0.9240105540897098,0.9695431472081218,0.7142857142857143,0.3333333333333333,0.9741602067183462,0.9947229551451188,0.45454545454545453
21,0.5,32,4,64,0.1,64,0.001,0.9396657871591909,0.9695431472081218,0.7142857142857143,0.3333333333333333,0.9741602067183462,0.9947229551451188,0.45454545454545453
21,0.5,32,4,64,0.1,64,0.0003,0.9088830255057169,0.9695431472081218,0.7142857142857143,0.3333333333333333,0.9741602067183462,0.9947229551451188,0.45454545454545453
21,0.5,32,4,64,0.2,32,0.001,0.948636763412489,0.9670050761421319,0.75,0.2,0.9692307692307692,0.9973614775725593,0.3157894736842105
21,0.5,32,4,64,0.2,32,0.0003,0.9252418645558487,0.9720812182741116,0.75,0.4,0.9766839378238342,0.9947229551451188,0.5217391304347826
21,0.5,32,4,64,0.2,64,0.001,0.9306948109058928,0.9670050761421319,0.75,0.2,0.9692307692307692,0.9973614775725593,0.3157894736842105
21,0.5,32,4,64,0.2,64,0.0003,0.8918205804749341,0.9695431472081218,0.7142857142857143,0.3333333333333333,0.9741602067183462,0.9947229551451188,0.45454545454545453
21,0.5,32,4,128,0.1,32,0.001,0.9064204045734388,0.9644670050761421,0.5714285714285714,0.26666666666666666,0.9715762273901809,0.9920844327176781,0.36363636363636365
21,0.5,32,4,128,0.1,32,0.0003,0.8978012313104662,0.9670050761421319,0.6666666666666666,0.26666666666666666,0.9716494845360825,0.9947229551451188,0.38095238095238093
21,0.5,32,4,128,0.1,64,0.001,0.9328056288478451,0.9720812182741116,0.8333333333333334,0.3333333333333333,0.9742268041237113,0.9973614775725593,0.47619047619047616
21,0.5,32,4,128,0.1,64,0.0003,0.9292875989445911,0.9644670050761421,0.6,0.2,0.9691516709511568,0.9947229551451188,0.3
21,0.5,32,4,128,0.2,32,0.001,0.9254177660510114,0.9695431472081218,0.7142857142857143,0.3333333333333333,0.9741602067183462,0.9947229551451188,0.45454545454545453
21,0.5,32,4,128,0.2,32,0.0003,0.9229551451187336,0.9644670050761421,0.6,0.2,0.9691516709511568,0.9947229551451188,0.3
21,0.5,32,4,128,0.2,64,0.001,0.941424802110818,0.9695431472081218,0.7142857142857143,0.3333333333333333,0.9741602067183462,0.9947229551451188,0.45454545454545453
21,0.5,32,4,128,0.2,64,0.0003,0.9146877748460862,0.9619289340101523,0.5,0.06666666666666667,0.9642857142857143,0.9973614775725593,0.11764705882352941
21,0.5,64,2,64,0.1,32,0.001,0.9414248021108179,0.9644670050761421,0.6666666666666666,0.13333333333333333,0.9667519181585678,0.9973614775725593,0.2222222222222222
21,0.5,64,2,64,0.1,32,0.0003,0.9178540017590149,0.9695431472081218,1.0,0.2,0.969309462915601,1.0,0.3333333333333333
21,0.5,64,2,64,0.1,64,0.001,0.9322779243623571,0.9619289340101523,0.5,0.06666666666666667,0.9642857142857143,0.9973614775725593,0.11764705882352941
21,0.5,64,2,64,0.1,64,0.0003,0.9312225153913809,0.9670050761421319,0.6666666666666666,0.26666666666666666,0.9716494845360825,0.9947229551451188,0.38095238095238093
21,0.5,64,2,64,0.2,32,0.001,0.9544415127528585,0.9619289340101523,0.0,0.0,0.9619289340101523,1.0,0.0
21,0.5,64,2,64,0.2,32,0.0003,0.902726473175022,0.9670050761421319,0.75,0.2,0.9692307692307692,0.9973614775725593,0.3157894736842105
21,0.5,64,2,64,0.2,64,0.001,0.9162708883025505,0.9644670050761421,0.5714285714285714,0.26666666666666666,0.9715762273901809,0.9920844327176781,0.36363636363636365
21,0.5,64,2,64,0.2,64,0.0003,0.9213720316622691,0.9644670050761421,0.6666666666666666,0.13333333333333333,0.9667519181585678,0.9973614775725593,0.2222222222222222
21,0.5,64,2,128,0.1,32,0.001,0.9150395778364117,0.9644670050761421,0.6666666666666666,0.13333333333333333,0.9667519181585678,0.9973614775725593,0.2222222222222222
21,0.5,64,2,128,0.1,32,0.0003,0.9347405452946351,0.9720812182741116,0.75,0.4,0.9766839378238342,0.9947229551451188,0.5217391304347826
21,0.5,64,2,128,0.1,64,0.001,0.9398416886543536,0.9720812182741116,0.75,0.4,0.9766839378238342,0.9947229551451188,0.5217391304347826
21,0.5,64,2,128,0.1,64,0.0003,0.9445910290237467,0.9670050761421319,0.6666666666666666,0.26666666666666666,0.9716494845360825,0.9947229551451188,0.38095238095238093
21,0.5,64,2,128,0.2,32,0.001,0.9238346525945471,0.9720812182741116,0.75,0.4,0.9766839378238342,0.9947229551451188,0.5217391304347826
21,0.5,64,2,128,0.2,32,0.0003,0.916622691292876,0.9695431472081218,0.7142857142857143,0.3333333333333333,0.9741602067183462,0.9947229551451188,0.45454545454545453
21,0.5,64,2,128,0.2,64,0.001,0.9296394019349166,0.9695431472081218,0.7142857142857143,0.3333333333333333,0.9741602067183462,0.9947229551451188,0.45454545454545453
21,0.5,64,2,128,0.2,64,0.0003,0.9081794195250659,0.9644670050761421,0.6,0.2,0.9691516709511568,0.9947229551451188,0.3
21,0.5,64,4,64,0.1,32,0.001,0.9354441512752858,0.9593908629441624,0.3333333333333333,0.06666666666666667,0.9641943734015346,0.9947229551451188,0.1111111111111111
21,0.5,64,4,64,0.1,32,0.0003,0.9467018469656991,0.9746192893401016,0.8571428571428571,0.4,0.9767441860465116,0.9973614775725593,0.5454545454545454
21,0.5,64,4,64,0.1,64,0.001,0.9139841688654353,0.9670050761421319,0.6666666666666666,0.26666666666666666,0.9716494845360825,0.9947229551451188,0.38095238095238093
21,0.5,64,4,64,0.1,64,0.0003,0.9350923482849605,0.9619289340101523,0.5,0.2,0.9690721649484536,0.9920844327176781,0.2857142857142857
21,0.5,64,4,64,0.2,32,0.001,0.9437115215479331,0.9695431472081218,0.7142857142857143,0.3333333333333333,0.9741602067183462,0.9947229551451188,0.45454545454545453
21,0.5,64,4,64,0.2,32,0.0003,0.9252418645558487,0.9644670050761421,0.6,0.2,0.9691516709511568,0.9947229551451188,0.3
21,0.5,64,4,64,0.2,64,0.001,0.9261213720316623,0.9720812182741116,0.75,0.4,0.9766839378238342,0.9947229551451188,0.5217391304347826
21,0.5,64,4,64,0.2,64,0.0003,0.954089709762533,0.9593908629441624,0.3333333333333333,0.06666666666666667,0.9641943734015346,0.9947229551451188,0.1111111111111111
21,0.5,64,4,128,0.1,32,0.001,0.9204925241864557,0.9670050761421319,0.75,0.2,0.9692307692307692,0.9973614775725593,0.3157894736842105
21,0.5,64,4,128,0.1,32,0.0003,0.9187335092348285,0.9695431472081218,0.8,0.26666666666666666,0.9717223650385605,0.9973614775725593,0.4
21,0.5,64,4,128,0.1,64,0.001,0.9148636763412489,0.9644670050761421,0.6,0.2,0.9691516709511568,0.9947229551451188,0.3
21,0.5,64,4,128,0.1,64,0.0003,0.9138082673702727,0.9720812182741116,0.75,0.4,0.9766839378238342,0.9947229551451188,0.5217391304347826
21,0.5,64,4,128,0.2,32,0.001,0.9349164467897977,0.9720812182741116,0.8333333333333334,0.3333333333333333,0.9742268041237113,0.9973614775725593,0.47619047619047616
21,0.5,64,4,128,0.2,32,0.0003,0.9285839929639402,0.9644670050761421,0.6666666666666666,0.13333333333333333,0.9667519181585678,0.9973614775725593,0.2222222222222222
21,0.5,64,4,128,0.2,64,0.001,0.9271767810026386,0.9695431472081218,0.7142857142857143,0.3333333333333333,0.9741602067183462,0.9947229551451188,0.45454545454545453
21,0.5,64,4,128,0.2,64,0.0003,0.9125769569041338,0.9720812182741116,0.75,0.4,0.9766839378238342,0.9947229551451188,0.5217391304347826
21,0.75,32,2,64,0.1,32,0.001,0.9375549692172384,0.9695431472081218,0.6666666666666666,0.4,0.9766233766233766,0.9920844327176781,0.5
21,0.75,32,2,64,0.1,32,0.0003,0.9257695690413369,0.9720812182741116,0.7,0.4666666666666667,0.9791666666666666,0.9920844327176781,0.56
21,0.75,32,2,64,0.1,64,0.001,0.9284080914687775,0.9720812182741116,0.7,0.4666666666666667,0.9791666666666666,0.9920844327176781,0.56
21,0.75,32,2,64,0.1,64,0.0003,0.8624450307827616,0.9695431472081218,0.7142857142857143,0.3333333333333333,0.9741602067183462,0.9947229551451188,0.45454545454545453
21,0.75,32,2,64,0.2,32,0.001,0.9451187335092349,0.9695431472081218,0.6153846153846154,0.5333333333333333,0.9816272965879265,0.9868073878627969,0.5714285714285714
21,0.75,32,2,64,0.2,32,0.0003,0.9167985927880388,0.9695431472081218,0.6666666666666666,0.4,0.9766233766233766,0.9920844327176781,0.5
21,0.75,32,2,64,0.2,64,0.001,0.8761653474054529,0.9670050761421319,0.6,0.4,0.9765625,0.9894459102902374,0.48
21,0.75,32,2,64,0.2,64,0.0003,0.9301671064204046,0.9746192893401016,0.7272727272727273,0.5333333333333333,0.9817232375979112,0.9920844327176781,0.6153846153846154
21,0.75,32,2,128,0.1,32,0.001,0.9370272647317502,0.9720812182741116,0.7,0.4666666666666667,0.9791666666666666,0.9920844327176781,0.56
21,0.75,32,2,128,0.1,32,0.0003,0.9189094107299912,0.9695431472081218,0.7142857142857143,0.3333333333333333,0.9741602067183462,0.9947229551451188,0.45454545454545453
21,0.75,32,2,128,0.1,64,0.001,0.9252418645558487,0.9746192893401016,0.7777777777777778,0.4666666666666667,0.9792207792207792,0.9947229551451188,0.5833333333333334
21,0.75,32,2,128,0.1,64,0.0003,0.9298153034300791,0.9720812182741116,0.7,0.4666666666666667,0.9791666666666666,0.9920844327176781,0.56
21,0.75,32,2,128,0.2,32,0.001,0.9155672823218998,0.9695431472081218,0.6666666666666666,0.4,0.9766233766233766,0.9920844327176781,0.5
21,0.75,32,2,128,0.2,32,0.0003,0.8988566402814424,0.9720812182741116,0.7,0.4666666666666667,0.9791666666666666,0.9920844327176781,0.56
21,0.75,32,2,128,0.2,64,0.001,0.8937554969217238,0.9720812182741116,0.7,0.4666666666666667,0.9791666666666666,0.9920844327176781,0.56
21,0.75,32,2,128,0.2,64,0.0003,0.8921723834652594,0.9619289340101523,0.5,0.4666666666666667,0.9789473684210527,0.9815303430079155,0.4827586206896552
21,0.75,32,4,64,0.1,32,0.001,0.9350923482849605,0.9644670050761421,0.5333333333333333,0.5333333333333333,0.9815303430079155,0.9815303430079155,0.5333333333333333
21,0.75,32,4,64,0.1,32,0.0003,0.8937554969217238,0.9695431472081218,0.6666666666666666,0.4,0.9766233766233766,0.9920844327176781,0.5
21,0.75,32,4,64,0.1,64,0.001,0.9530343007915567,0.9670050761421319,0.5833333333333334,0.4666666666666667,0.9790575916230366,0.9868073878627969,0.5185185185185185
21,0.75,32,4,64,0.1,64,0.0003,0.9083553210202286,0.9670050761421319,0.5833333333333334,0.4666666666666667,0.9790575916230366,0.9868073878627969,0.5185185185185185
21,0.75,32,4,64,0.2,32,0.001,0.926824978012313,0.9720812182741116,0.7,0.4666666666666667,0.9791666666666666,0.9920844327176781,0.56
21,0.75,32,4,64,0.2,32,0.0003,0.9322779243623571,0.9720812182741116,0.7,0.4666666666666667,0.9791666666666666,0.9920844327176781,0.56
21,0.75,32,4,64,0.2,64,0.001,0.9452946350043976,0.9695431472081218,0.6363636363636364,0.4666666666666667,0.97911227154047,0.9894459102902374,0.5384615384615384
21,0.75,32,4,64,0.2,64,0.0003,0.9109938434476693,0.9746192893401016,0.7777777777777778,0.4666666666666667,0.9792207792207792,0.9947229551451188,0.5833333333333334
21,0.75,32,4,128,0.1,32,0.001,0.9109938434476693,0.9593908629441624,0.47058823529411764,0.5333333333333333,0.9814323607427056,0.9762532981530343,0.5
21,0.75,32,4,128,0.1,32,0.0003,0.9148636763412489,0.9720812182741116,0.6666666666666666,0.5333333333333333,0.981675392670157,0.9894459102902374,0.5925925925925926
21,0.75,32,4,128,0.1,64,0.001,0.9343887423043096,0.9619289340101523,0.5,0.4666666666666667,0.9789473684210527,0.9815303430079155,0.4827586206896552
21,0.75,32,4,128,0.1,64,0.0003,0.9430079155672824,0.9593908629441624,0.4666666666666667,0.4666666666666667,0.978891820580475,0.978891820580475,0.4666666666666667
21,0.75,32,4,128,0.2,32,0.001,0.894283201407212,0.9720812182741116,0.7,0.4666666666666667,0.9791666666666666,0.9920844327176781,0.56
21,0.75,32,4,128,0.2,32,0.0003,0.9048372911169744,0.9720812182741116,0.75,0.4,0.9766839378238342,0.9947229551451188,0.5217391304347826
21,0.75,32,4,128,0.2,64,0.001,0.9306948109058927,0.9695431472081218,0.7142857142857143,0.3333333333333333,0.9741602067183462,0.9947229551451188,0.45454545454545453
21,0.75,32,4,128,0.2,64,0.0003,0.9285839929639402,0.9720812182741116,0.7,0.4666666666666667,0.9791666666666666,0.9920844327176781,0.56
21,0.75,64,2,64,0.1,32,0.001,0.9373790677220757,0.9720812182741116,0.6666666666666666,0.5333333333333333,0.981675392670157,0.9894459102902374,0.5925925925925926
21,0.75,64,2,64,0.1,32,0.0003,0.9291116974494283,0.9695431472081218,0.6153846153846154,0.5333333333333333,0.9816272965879265,0.9868073878627969,0.5714285714285714
21,0.75,64,2,64,0.1,64,0.001,0.9213720316622691,0.9720812182741116,0.75,0.4,0.9766839378238342,0.9947229551451188,0.5217391304347826
21,0.75,64,2,64,0.1,64,0.0003,0.919613016710642,0.9670050761421319,0.6,0.4,0.9765625,0.9894459102902374,0.48
21,0.75,64,2,64,0.2,32,0.001,0.9303430079155673,0.9720812182741116,0.6428571428571429,0.6,0.9842105263157894,0.9868073878627969,0.6206896551724138
21,0.75,64,2,64,0.2,32,0.0003,0.8772207563764293,0.9720812182741116,0.75,0.4,0.9766839378238342,0.9947229551451188,0.5217391304347826
21,0.75,64,2,64,0.2,64,0.001,0.9180299032541777,0.9695431472081218,0.8,0.26666666666666666,0.9717223650385605,0.9973614775725593,0.4
21,0.75,64,2,64,0.2,64,0.0003,0.9150395778364115,0.9720812182741116,0.7,0.4666666666666667,0.9791666666666666,0.9920844327176781,0.56
21,0.75,64,2,128,0.1,32,0.001,0.9248900615655233,0.9695431472081218,0.6666666666666666,0.4,0.9766233766233766,0.9920844327176781,0.5
21,0.75,64,2,128,0.1,32,0.0003,0.9190853122251539,0.9720812182741116,0.75,0.4,0.9766839378238342,0.9947229551451188,0.5217391304347826
21,0.75,64,2,128,0.1,64,0.001,0.9403693931398418,0.9720812182741116,0.6428571428571429,0.6,0.9842105263157894,0.9868073878627969,0.6206896551724138
21,0.75,64,2,128,0.1,64,0.0003,0.9236587510993843,0.9720812182741116,0.7,0.4666666666666667,0.9791666666666666,0.9920844327176781,0.56
21,0.75,64,2,128,0.2,32,0.001,0.9489885664028144,0.9619289340101523,0.5,0.5333333333333333,0.9814814814814815,0.978891820580475,0.5161290322580645
21,0.75,64,2,128,0.2,32,0.0003,0.9021987686895339,0.9695431472081218,0.6363636363636364,0.4666666666666667,0.97911227154047,0.9894459102902374,0.5384615384615384
21,0.75,64,2,128,0.2,64,0.001,0.9211961301671064,0.9720812182741116,0.7,0.4666666666666667,0.9791666666666666,0.9920844327176781,0.56
21,0.75,64,2,128,0.2,64,0.0003,0.9262972735268249,0.9670050761421319,0.5833333333333334,0.4666666666666667,0.9790575916230366,0.9868073878627969,0.5185185185185185
21,0.75,64,4,64,0.1,32,0.001,0.9403693931398417,0.9695431472081218,0.6153846153846154,0.5333333333333333,0.9816272965879265,0.9868073878627969,0.5714285714285714
21,0.75,64,4,64,0.1,32,0.0003,0.9278803869832893,0.9720812182741116,0.7,0.4666666666666667,0.9791666666666666,0.9920844327176781,0.56
21,0.75,64,4,64,0.1,64,0.001,0.93896218117854,0.9746192893401016,0.7777777777777778,0.4666666666666667,0.9792207792207792,0.9947229551451188,0.5833333333333334
